Id,SalePrice
2870,210113.3947
7,211575.8431
1114,268056.0709
2418,290356.7599
291,143443.9443
18,357818.7917
39,376838.1707
1001,253548.4417
2442,235957.7623
616,135122.283
2680,55056.0283
1414,129588.0213
289,146171.1389
40,254540.9412
860,123828.8062
409,129908.1205
673,152706.248
2427,174274.2765
2036,203919.6708
2564,143710.2929
642,182416.9119
1008,180651.5805
1908,153268.9312
2519,213109.3121
1369,81891.6883
2855,168029.4918
712,106226.5055
1943,120508.5567
1958,143951.3357
107,184308.1774
2295,232256.1158
704,109988.3821
676,149509.269
259,174483.1797
93,304269.8608
106,234876.3689
2315,167250.5532
1050,106468.2991
1095,218904.3296
2709,153523.0375
758,165128.0643
1496,143003.9575
2370,125148.1028
2458,276939.0032
2733,146802.2833
161,270382.2259
726,180009.1612
845,218088.9624
947,270557.4214
2232,95871.1989
2563,138375.7725
2299,173196.0825
211,89192.5856
605,181499.0707
1478,198012.7989
2247,281741.1669
2274,252256.723
2869,215294.6209
967,212985.0338
2656,100059.5171
667,226120.3029
1042,125154.6391
2023,170310.2582
2447,388670.1448
2055,117137.8851
2275,284584.9032
2204,179419.9397
1563,271819.6572
483,218253.0203
796,149056.4104
1526,143864.0717
2042,157552.7873
442,352181.1959
1693,304751.6539
1468,219023.4318
1430,178430.5265
2605,190217.1015
1529,196998.9201
335,153798.4257
1287,113923.0334
31,108775.6709
1785,316835.8486
82,136155.7625
2620,144996.1923
252,195469.1618
721,78838.8956
2165,182031.9076
2316,175195.9755
775,119506.5956
1558,107838.4415
17,202966.2503
1022,244996.5633
925,126171.9871
438,284649.9047
1270,142773.7856
1272,114424.8806
215,150837.6767
266,226157.8219
2402,269685.3228
1250,124715.1227
1984,111382.277
1279,133418.7257
377,244845.2626
1252,133809.3695
2156,269502.4101
499,338255.9135
1374,118753.5236
2898,239671.3264
401,99867.0236
2721,162843.2901
2078,265554.2336
2589,120938.1982
1946,270831.7494
1334,119879.3949
2781,253446.9393
431,374229.8672
576,219619.4378
1474,210104.3912
2254,138370.6518
2155,310534.0602
885,93765.8703
643,134660.2676
1944,110299.0593
480,202812.1581
2845,113095.0465
2387,328466.8693
2407,199372.1234
2527,159853.3389
2514,153006.3968
629,158532.7682
80,209165.2012
1876,144861.9471
1546,106700.8586
2518,179099.5946
2347,166154.4702
783,224543.139
1322,46523.9033
194,86066.0294
1770,311917.1533
2143,138810.3528
1229,206984.6549
511,304773.2654
46,218661.2845
1348,155538.6573
2465,180792.2239
387,223157.6338
873,229733.7882
1918,119859.3268
2764,246337.3571
2184,102481.1853
934,144295.5802
1920,125107.5548
2631,146748.9384
1768,554082.5114
2040,107079.0176
1749,221223.6619
834,237494.0268
1457,233370.2379
79,114729.7312
2302,108485.3561
1817,140104.7652
2755,254110.1835
359,171290.6746
2059,107751.8091
2092,266037.4928
2516,224798.7216
150,102482.0233
1656,147238.1265
83,105191.444
2411,182279.596
795,73574.5924
2312,221046.3552
2917,111077.2493
1624,184825.5122
2215,262234.0621
1211,161334.1324
1485,179846.1886
1024,188445.6054
570,218365.4656
2874,147242.4629
700,167847.2691
2756,207136.6808
2022,171274.5435
583,220683.2497
2392,372573.7807
2424,193087.2719
212,125133.4205
736,118675.2266
1610,182520.3035
890,125646.4033
467,182863.7189
578,226894.848
1747,204225.7491
1149,170190.5909
2758,252133.9177
857,131974.6546
2219,248636.49
733,105068.5747
2909,120889.336
1798,268786.4993
235,119903.5907
2366,136479.3618
1027,115461.0684
1195,124664.4847
1303,28548.2065
148,189052.8536
608,161102.5717
2515,201606.2045
821,288518.2087
2500,249797.9022
745,100754.9565
741,123727.6666
1611,174795.3425
2532,128661.7569
1081,260782.8771
1692,405453.1657
2520,205273.3543
276,104659.7246
1992,138845.0618
663,34809.1823
418,122730.7862
1733,205227.4763
2359,139051.3686
253,179764.6623
1518,185755.8994
2035,159700.9132
2919,70677.1976
1540,208870.0131
2120,142562.6523
1674,185935.7965
256,135041.753
2361,83954.7168
978,79521.3768
2280,157324.8805
2095,231118.6048
1709,333661.4319
2801,238038.1935
1246,113271.1271
2373,103989.9614
1055,288387.8598
2017,124507.2368
1099,275238.3448
1344,69181.9781
835,197443.0814
1117,214722.3695
2043,95227.939
2085,126434.666
410,136590.4391
2650,101717.2375
2867,171312.2941
1668,110698.6842
1161,168035.8121
2122,178683.2317
2539,152994.9206
1047,123668.823
1445,117546.9354
541,132235.3549
569,222858.8148
1276,112981.1254
918,139344.8373
326,151122.8458
1936,110224.218
895,88365.4035
257,140179.3089
1241,200252.2716
1545,110105.6617
1189,177755.7803
270,168106.7963
2066,236242.3021
693,111048.7816
1259,165077.3743
2916,158043.6386
2321,294999.7449
1977,121619.3962
1895,156221.3204
1240,157221.6981
85,156540.4672
1823,111262.3608
825,297569.155
110,228396.6881
697,117993.7473
2297,106948.5126
1231,127504.1175
1355,131796.6656
968,369503.2448
584,213112.2304
1315,141099.2099
1606,130835.5004
206,90963.6782
1685,355419.99
2016,131478.8605
869,203874.9415
2135,120740.9275
2346,186913.2161
2430,262306.1275
2198,84215.8167
2652,115911.9965
27,108840.0344
241,152483.1172
906,144304.9394
1506,121514.6814
2098,374145.9234
1435,228730.2394
2213,114710.7044
1274,127407.404
743,13194.2228
1737,194633.1845
2797,304991.5402
2185,63716.1597
58,159753.5193
830,203687.4181
808,99585.827
680,147281.3322
1153,119006.6896
1291,151541.111
1818,147536.9462
2161,178461.6138
1883,111916.0205
350,341212.2777
2473,144516.1152
295,174780.132
293,211012.5877
859,127590.0813
288,72104.0202
1578,130002.4094
102,198454.2318
2831,169911.3203
1030,147626.7672
2551,140882.8467
1286,143270.2934
958,325155.9995
776,115575.2723
72,231466.9174
2263,266086.6416
1866,163986.9999
2876,58555.483
2146,248253.7918
103,176724.5725
1500,144459.135
492,182193.628
167,135107.9266
2597,113526.4373
2685,110604.7428
1035,135546.9843
1220,44384.5934
2602,144464.6668
2159,208027.7469
695,161038.6706
1109,264811.238
640,192369.1011
1652,147776.6322
2090,176666.7444
1188,176730.3868
2345,228552.5503
1059,390559.151
2751,245589.9077
128,216698.9678
1523,163855.8838
2925,171030.9932
2145,317769.3277
1121,202510.3057
566,291802.9717
565,223987.8824
1331,138601.9418
2928,118211.4692
156,119164.3277
797,150693.9409
327,91430.1539
2859,160993.3231
1453,114440.588
1762,354340.3147
1868,186783.2351
1760,164909.8284
1113,261065.7162
1812,203279.3202
117,145735.386
1142,218179.0645
2342,378777.0024
927,130327.1152
2478,169045.0281
655,68741.7993
2064,118414.3218
369,256009.3579
2239,122598.1834
2732,217449.9343
1653,163187.2639
959,191328.7585
2395,334967.3711
1412,119219.0084
271,257648.1825
1484,177823.3026
1497,155488.4813
552,129635.7753
2,118348.548
1855,307559.1253
4,270667.3106
2292,160799.8886
134,163044.411
646,90429.0637
42,308785.1464
532,223362.4222
713,87874.573
2561,149118.1701
2360,134498.159
1333,129372.2864
1407,234105.1912
2892,298433.8441
574,228109.762
1227,200125.3957
2591,249459.7121
1476,220218.0118
1125,253179.1851
1446,139668.8102
408,106378.5688
1101,305846.4145
2251,226353.0834
373,185860.9913
2554,119783.7654
2382,276091.9322
1985,87792.6605
519,222613.6638
1093,176951.0169
864,255719.4223
2889,146109.1272
2308,231759.3521
986,142310.3854
1302,169702.0342
585,153672.3445
2708,136131.6139
147,145111.1888
1441,235288.0462
383,171751.4889
285,169763.7826
181,116384.7992
358,190483.5457
780,190741.1822
258,179651.5159
1865,215344.7062
692,122513.0421
2902,335037.6543
508,268887.1348
2638,150071.2517
36,127519.0203
611,177861.9604
2281,139482.6596
1678,142029.3526
1696,428846.3466
1557,78901.265
2180,137412.808
1726,209588.6915
951,148240.0663
267,225047.9541
2706,132339.6211
2221,227666.1627
1357,168367.6109
2901,325818.8308
347,167156.8164
2164,198647.0614
1586,315174.5256
360,149233.0994
1769,232100.2267
2617,148946.3726
1879,152757.7462
991,218890.7457
1535,117421.1878
1191,140469.6741
1579,227577.918
1882,132441.6782
1510,120667.5664
2196,195375.6363
1845,185640.0242
2336,377718.2521
942,105575.4241
861,121258.9086
2555,103590.3038
1392,186033.3107
2099,278107.5078
1543,114083.5416
948,284066.5351
1239,166333.2186
22,182233.5525
2796,267160.8452
2747,193073.3888
92,300428.1794
210,183217.0383
1858,221874.4989
2228,159496.0119
447,210235.9786
827,252152.946
1649,220307.5318
682,131120.4244
2698,118453.0269
494,150415.3806
214,118317.1473
2441,275000.4468
2679,112084.852
1336,101351.6893
465,185608.2369
1524,141586.2911
2543,106030.361
631,156227.0692
2452,319086.9212
228,154688.5729
126,180803.0292
1092,221763.4644
1122,194423.1961
932,235685.663
1980,90124.7917
2171,113134.7019
551,135407.6982
2768,165098.9525
2056,104899.0773
1159,334650.3196
2645,138713.6654
1174,179904.3619
2266,227170.6223
2462,403158.3102
1219,147632.5779
2922,188820.4578
118,144957.9696
474,176814.9212
2576,161965.1116
872,291762.7076
1077,208146.7687
1536,157079.0088
1150,124021.382
2341,320321.365
1931,145380.6781
2785,125908.6983
2538,133272.2495
597,201659.4721
464,191295.2346
233,268602.3153
2169,145946.2007
2123,156998.7779
1867,178587.4427
137,256053.3002
515,211537.6926
933,104220.46
2784,180460.22
972,171061.2992
599,142144.5366
2614,134887.2965
2582,137259.0906
1409,171554.1126
175,108555.775
352,197742.3474
976,90441.0183
2134,192675.8679
984,104995.4699
2396,348880.9634
1673,153659.1669
404,130577.5727
607,159480.3766
814,189347.1464
868,189194.5283
2271,193332.7708
1633,234759.5499
337,194813.5127
2765,201257.036
1746,286967.7782
368,313041.4314
2806,211585.5097
1662,172728.1955
1234,225301.2849
1373,131127.476
1672,102844.0406
1939,123926.9348
