Id,SalePrice
2157,170691.9511
1856,197795.408
1269,83250.8404
2570,127478.1992
2320,252952.9749
1517,120777.2937
2304,111269.7459
1312,96603.3197
2012,134223.0504
506,246934.2407
2865,192045.6242
2367,112599.0785
554,92438.5069
238,141797.1185
1954,103313.187
2488,120424.8217
2291,81993.2191
1969,85108.0084
2725,167858.2285
1482,174425.033
2763,209308.2255
503,252061.3641
1584,256540.592
1531,151219.7738
2210,171147.4404
459,317611.2334
556,116024.2366
1347,142319.6266
1290,73517.2701
1388,100679.934
1571,331832.2139
2754,199250.3608
765,151501.9606
2494,126563.1389
2870,209513.0293
7,212073.4865
1114,267610.0081
2418,290407.4439
291,151575.7994
18,358364.0077
39,377423.1046
1001,253681.4269
2442,236037.0092
616,134577.4325
2680,55577.4258
1414,129381.0884
289,145728.7188
40,254240.2709
860,123903.5376
409,130457.5288
673,152986.8024
2427,173414.6148
2036,204660.0259
2564,143176.91
642,181411.6203
1008,180574.6452
1908,152892.6231
2519,213929.4853
1369,81770.3709
2855,169657.8116
712,106864.6375
1943,120086.668
1958,143776.8322
107,184738.9348
2295,231425.3308
704,110432.375
676,149415.1973
259,174202.7129
93,304919.1394
106,234990.7256
2315,166721.9028
1050,106471.0437
1095,219045.2325
2709,152753.9499
758,165717.9995
1496,143036.1286
2370,125640.9216
2458,276977.1986
2733,145805.5481
161,269542.374
726,180006.1364
845,217868.4771
947,270591.1684
2232,95937.7453
2563,139146.5373
2299,172763.0093
211,89394.9219
605,180035.4093
1478,198123.6139
2247,282747.3161
2274,251733.9843
2869,214385.7831
967,213144.2719
2656,98271.9983
667,225810.2601
1042,125690.0258
2023,170559.1812
2447,389096.9797
2055,117526.0416
2275,283035.4979
2204,179875.3823
1563,272302.8669
483,218036.9927
796,148020.9625
1526,143990.6922
2042,158372.1558
442,352185.6605
1693,304377.8759
1468,219242.1885
1430,177042.7697
2605,189574.0469
1529,198484.8855
335,153720.6894
1287,113607.5227
31,108934.6139
1785,315846.4931
82,135666.6281
2620,144465.9887
252,194727.0677
721,77711.1915
2165,181137.0138
2316,175018.2223
775,118800.253
1558,105636.5242
17,203190.64
1022,244469.8456
925,125650.6374
438,283423.6131
1270,142400.9257
1272,114556.8504
215,150822.9579
266,225951.8595
2402,269628.2759
1250,124808.2166
1984,110365.9919
1279,132976.6979
377,244583.9747
1252,133561.5111
2156,270682.0862
499,338381.125
1374,118413.1226
2898,241399.7045
401,98827.9042
2721,161381.0772
2078,270919.5478
2589,120556.1884
1946,276870.2345
1334,120274.9662
2781,251905.4779
431,374860.1816
576,220236.2744
1474,210706.3031
2254,138829.6012
2155,310868.5955
885,92969.8843
643,134940.7695
1944,109416.9536
480,202517.5295
2845,112060.6891
2387,334832.4258
2407,198746.7812
2527,159306.6943
2514,153344.9744
629,158422.2774
80,209197.9067
1876,144464.4236
1546,107555.1947
2518,178861.2966
2347,165709.4431
783,224342.5244
1322,45083.6
194,85121.7918
1770,311237.0936
2143,138026.5356
1229,207245.999
511,305123.6002
46,218214.9053
1348,155858.3329
2465,181236.1504
387,223091.2836
873,230082.1899
1918,120224.5678
2764,247128.5941
2184,102018.7953
934,143856.5703
1920,125853.4287
2631,146933.6701
1768,562225.0316
2040,106144.9408
1749,221320.2231
834,237867.2043
1457,233355.6533
79,114714.966
2302,108353.569
1817,139190.0043
2755,252383.8424
359,170984.914
2059,107449.8306
2092,265728.8003
2516,224598.811
150,102530.5372
1656,146925.0265
83,104852.4154
2411,180629.8448
795,73577.1338
2312,221176.2935
2917,110130.7646
1624,185681.8339
2215,263131.7301
1211,161744.6792
1485,179264.4197
1024,188194.3519
570,217918.799
2874,147471.18
700,167408.6592
2756,206549.9304
2022,171621.0971
583,220722.8367
2392,380285.8985
2424,192584.1781
212,126013.9625
736,118529.163
1610,181379.2035
890,124349.0508
467,182386.6954
578,227480.6166
1747,204262.8703
1149,169296.4154
2758,252636.8776
857,132088.1795
2219,249277.1438
733,105319.0115
2909,120607.898
1798,268562.6015
235,118541.4151
2366,136303.3888
1027,115334.6911
1195,123810.4029
1303,26978.241
148,189011.7606
608,161396.2609
2515,201604.3119
821,287098.7643
2500,250073.0811
745,100533.3875
741,123405.1592
1611,174560.4245
2532,128217.1748
1081,260409.9405
1692,405847.4713
2520,205762.3224
276,104949.3793
1992,139045.4914
663,33307.9313
418,123563.6316
1733,204658.6116
2359,138849.5888
253,178933.3411
1518,185554.2661
2035,159902.0713
2919,70402.1377
1540,208677.1154
2120,142050.9046
1674,184834.1408
256,134973.4202
2361,83292.9668
978,78570.6888
2280,163183.358
2095,230563.1829
1709,333636.7677
2801,238266.2509
1246,112693.0162
2373,104516.7989
1055,288084.7772
2017,123936.4879
1099,275283.914
1344,69985.8385
835,197007.8217
1117,214228.5231
2043,94682.3761
2085,126135.5302
410,135990.28
2650,102415.2128
2867,171391.9089
1668,110663.0173
1161,168308.4971
2122,177939.5091
2539,153000.8488
1047,123260.0157
1445,117101.4676
541,131639.8416
569,221393.7146
1276,112840.3421
918,140016.8774
326,149465.0825
1936,109612.6639
895,88061.3587
257,139982.5353
1241,200309.0442
1545,110626.7163
1189,177502.0845
270,167869.7839
2066,241306.668
693,111118.0531
1259,163981.6382
2916,157411.6046
2321,293167.7837
1977,122765.011
1895,155495.5397
1240,157188.847
85,156246.2473
1823,111001.396
825,297745.1991
110,227932.1643
697,117622.5728
2297,106731.3236
1231,127458.4319
1355,132121.8482
968,369458.238
584,212748.7876
1315,141079.9953
1606,130820.6759
206,89885.5487
1685,355448.5596
2016,130912.3678
869,204080.3587
2135,120462.5393
2346,186519.6246
2430,261853.7247
2198,84232.7142
2652,115534.4642
27,108155.0575
241,151019.5487
906,145342.0457
1506,121475.1172
2098,381570.791
1435,228826.1508
2213,114575.6646
1274,127118.801
743,11563.2501
1737,193679.2445
2797,305397.21
2185,64135.97
58,159291.9526
830,203692.3428
808,99685.8483
680,147436.7224
1153,119445.6621
1291,152225.2877
1818,146986.6759
2161,178861.3224
1883,111303.7224
350,342250.6111
2473,144412.9933
295,174286.9041
293,210463.5771
859,127297.6848
288,71023.6224
1578,129181.3367
102,197876.1653
2831,169861.0213
1030,146982.3446
2551,140800.0875
1286,142569.3197
958,324845.5896
776,115467.2401
72,231301.3512
2263,265389.2392
1866,164500.4718
2876,57953.7707
2146,248467.9492
103,177449.791
1500,143987.9944
492,181719.6146
167,134968.7132
2597,113339.0038
2685,110125.499
1035,135307.7303
1220,44276.4894
2602,144418.6056
2159,208178.6057
695,162073.5489
1109,265103.3598
640,192476.6118
1652,147094.3974
2090,176247.0897
1188,176555.4516
2345,228782.7554
1059,391088.0035
2751,245209.4412
128,216422.0534
1523,163293.8029
2925,170789.7909
2145,318492.974
1121,201911.0543
566,291649.2249
565,223651.3116
1331,138067.0862
2928,117604.3222
156,118504.0817
797,150623.6396
327,90923.4202
2859,161642.6772
1453,114232.9896
1762,354719.9705
1868,186174.252
1760,164061.5332
1113,259599.6741
1812,203053.8993
117,145958.9013
1142,217602.0836
2342,378890.558
927,129581.8019
2478,168685.2739
655,67463.2968
2064,117726.8157
369,256131.5048
2239,122604.6704
2732,217912.8252
1653,162486.18
959,190980.6582
2395,334575.8423
1412,119558.8744
271,257327.3875
1484,177256.3758
1497,154417.3665
552,130658.2527
2,118312.0127
1855,307877.7709
4,270903.7196
2292,160482.5404
134,163043.6941
646,89467.0847
42,307138.6979
532,223229.6195
713,87357.6469
2561,149443.8337
2360,133447.9771
1333,129340.4109
1407,240558.2974
2892,298786.8159
574,228846.2725
1227,200256.1866
2591,248827.4356
1476,220387.7924
1125,252980.9691
1446,138829.7073
408,105835.1564
1101,305793.536
2251,224257.7835
373,186019.1235
2554,118973.3852
2382,275477.7756
1985,87668.5638
519,223304.0714
1093,176547.5763
864,255983.6495
2889,146422.0661
2308,231489.2618
986,141967.6013
1302,169192.0473
585,153836.4636
2708,136416.2391
147,145839.411
1441,235162.3644
383,170130.4533
285,168885.7662
181,116269.5844
358,190108.281
780,189399.0637
258,179758.0177
1865,215929.312
692,123497.5904
2902,334849.7132
508,268360.5047
2638,150037.5574
36,127037.7996
611,177729.8472
2281,139032.5888
1678,142044.3345
1696,429512.0798
1557,79430.1512
2180,136977.1958
1726,208857.3505
951,148304.2744
267,224930.0974
2706,131514.0152
2221,227623.6181
1357,168917.2955
2901,325698.2461
347,166840.6199
2164,198679.6571
1586,315317.4126
360,148351.9415
1769,232639.2866
2617,149343.2748
1879,151258.1615
991,218394.4006
1535,117437.5496
1191,139546.027
1579,227424.3093
1882,132967.606
1510,120063.4352
2196,195312.7669
1845,185034.3433
2336,384388.477
942,106133.1639
861,120600.762
2555,103067.7225
1392,185739.896
2099,277147.0338
1543,113546.1733
948,284643.1552
1239,166192.0503
22,181966.2223
2796,266890.0129
2747,193013.0549
92,300506.2378
210,182406.324
1858,222283.6261
2228,160015.9242
447,209837.5567
827,252448.2233
1649,220050.6445
682,131392.7544
2698,119137.219
494,150861.6977
214,117927.0196
2441,281829.8264
2679,112226.9279
1336,100707.6864
465,185672.4312
1524,141952.3992
2543,105916.0779
631,156428.1019
2452,318564.9633
228,154438.141
126,181767.0131
1092,221512.8424
1122,193853.2547
932,235750.5448
1980,89676.0638
2171,112668.2643
551,135339.1259
2768,165294.4832
2056,104628.3919
1159,335156.6882
2645,138517.3082
1174,180418.5197
2266,227743.4361
2462,411452.6967
1219,147020.3775
2922,189356.7072
118,144817.6727
474,175645.4728
2576,162561.899
872,292079.489
1077,207446.251
1536,157531.3119
1150,123261.1324
2341,320647.3576
1931,144712.8194
2785,125427.5543
2538,133410.5142
597,202262.9266
464,191818.9627
233,276269.461
2169,145399.9726
2123,156571.269
1867,178910.7613
137,255417.9127
515,211727.2374
933,104173.1933
2784,179399.5731
972,170298.639
599,141662.8336
2614,134785.9985
2582,136717.6246
1409,170693.3649
175,107998.2519
352,197603.0811
976,89288.7588
2134,192933.0796
984,104994.8271
2396,348743.4354
1673,154027.9286
404,131293.5124
607,158027.5267
814,195352.186
868,189683.3656
2271,192174.5987
1633,234845.1051
337,201762.3343
2765,200712.8569
1746,286757.1332
368,311438.9071
2806,212092.3257
1662,173316.7034
1234,224965.0185
1373,130333.2177
1672,102509.097
1939,124096.9039
