Id,SalePrice
208,144488.436
1679,98862.5171
822,350210.394
6,188662.1482
1781,406674.1865
2397,298831.4358
2340,287540.8637
1618,157269.617
2843,167803.3756
1061,363577.0054
2786,113856.2798
1935,129399.5682
1341,114018.2584
521,281956.1543
2136,122899.3463
996,185329.8458
227,133933.1519
135,184000.0103
1167,147649.0681
294,234435.9762
1776,189182.7596
540,181674.7309
1717,216399.1827
2303,118948.0141
116,181616.8498
127,125301.1194
1371,132409.1286
1014,174215.7445
1507,80951.6854
702,142388.6176
750,150431.0791
261,153016.5715
1559,65751.5226
577,217277.4732
2812,195800.4672
2080,172227.6149
1368,118179.8878
2376,127396.676
659,120457.6298
1235,134141.6278
332,74394.4942
1917,143255.9306
2094,262264.1009
1460,256731.363
1471,216377.3409
1509,118670.6028
1922,120028.4341
433,457718.8206
460,265525.4833
1116,249537.5775
1137,171037.8774
53,176654.4191
2354,256999.7427
1475,191022.8368
1761,524025.7008
842,132411.0759
2739,186023.1162
2509,157533.3564
1007,210896.9769
2610,181726.7585
1952,100727.5375
2719,174856.4054
2921,83551.9449
1966,140389.5462
292,144958.1308
1204,194948.5957
1829,234619.3438
2419,181804.1681
391,141616.6566
798,122006.0497
481,205324.5739
193,207950.0136
555,104780.8618
899,43222.5488
2357,166593.2491
328,133050.3861
1356,109872.7013
1154,103413.4473
1730,176327.2596
2249,147013.1556
1119,287945.7922
2856,142341.5143
1394,132947.5523
2587,116201.3892
61,315011.7345
2661,177332.3422
2711,130387.5236
1147,194158.4931
757,142875.1937
2623,69035.9459
2378,130137.955
1413,149268.6292
1722,214303.1596
1112,238704.2518
1623,184611.1563
1201,195433.2203
1513,119817.7738
957,411229.6858
1171,279664.8251
1145,201038.9366
2726,230268.5437
703,139089.8366
760,116147.123
1964,134252.657
2512,182473.3434
159,165729.2085
1281,171965.9455
468,190645.002
290,113302.2083
665,108174.0882
1463,245669.6722
1792,232395.6578
923,156072.6997
500,294074.295
1408,179609.1953
331,69468.6421
170,158787.2894
2192,92062.5651
2571,318032.3208
2314,168788.5632
2647,89112.4065
422,432133.094
2457,381049.5362
1838,194911.4705
2805,238089.5461
1645,135291.6718
1711,300441.5502
2825,246182.1219
322,335760.7534
2103,277355.7407
342,126824.8895
600,99977.0795
488,170532.1798
1725,295125.7659
2246,279443.4742
2847,161273.1324
806,244609.4045
530,224951.1627
963,182995.4994
2678,104584.8213
171,86274.2546
2401,419727.2358
805,223972.8119
2259,238921.1302
1748,185230.2007
1361,145050.7618
1677,126239.1095
1406,157779.1665
2322,232234.8141
688,154705.3786
143,149612.349
804,212403.4269
1214,166554.1077
2828,147346.3494
1999,204871.5906
2467,182614.0928
2665,165260.823
1538,360361.2198
398,98774.5984
2822,146341.5163
2157,170792.8972
1856,197777.6748
1269,83455.371
2570,127406.4582
2320,252629.2827
1517,121078.6929
2304,110988.6903
1312,96619.2551
2012,134654.1672
506,246964.2307
2865,192610.2261
2367,112784.0811
554,92674.3372
238,141719.4409
1954,103705.6668
2488,120646.5521
2291,82078.2814
1969,84897.0618
2725,167831.1516
1482,174515.1846
2763,208997.0799
503,252052.3602
1584,256279.434
1531,151116.8895
2210,171444.7525
459,317475.2271
556,116293.7219
1347,142696.5431
1290,73540.7424
1388,100752.3673
1571,331704.1774
2754,198906.8125
765,151534.7528
2494,126493.436
2870,209863.2116
7,212206.1406
1114,267813.8243
2418,290510.2046
291,149171.581
18,358148.4388
39,377199.2445
1001,253875.2672
2442,236094.0258
616,134522.7007
2680,55043.7477
1414,129527.1788
289,145945.767
40,254070.2218
860,123714.1219
409,129976.4134
673,152666.7984
2427,173912.6279
2036,204661.3746
2564,143433.1923
642,181721.7718
1008,180855.7653
1908,153487.9905
2519,213842.3323
1369,81799.2115
2855,169931.7407
712,106882.7427
1943,119907.1732
1958,143904.3986
107,184608.6185
2295,231252.0735
704,110179.4634
676,149600.1345
259,174540.9215
93,305238.0524
106,235070.2735
2315,166510.9021
1050,106541.8785
1095,219049.4331
2709,152769.4524
758,165210.0072
1496,143466.0035
2370,125918.9941
2458,276747.1536
2733,145764.2356
161,269997.7152
726,180349.7112
845,217905.468
947,270967.8228
2232,95681.9258
2563,139613.3098
2299,172991.0182
211,89546.058
605,180446.9195
1478,198032.4058
2247,282256.4758
2274,251228.0216
2869,214115.0938
967,213117.0222
2656,98852.3896
667,226249.0578
1042,125383.7883
2023,170769.557
2447,389266.3873
2055,117641.9278
2275,283547.8602
2204,179877.8192
1563,271976.6779
483,217867.4772
796,148198.2325
1526,144171.788
2042,158496.5012
442,351977.969
1693,304600.4461
1468,219648.4754
1430,177208.8022
2605,190267.7414
1529,198821.7356
335,153702.0058
1287,113978.8573
31,109008.9273
1785,315761.1472
82,135818.838
2620,144500.1929
252,194546.7469
721,77016.275
2165,180999.74
2316,175058.7837
775,119022.1682
1558,105213.5739
17,203740.8975
1022,244634.3017
925,125694.8176
438,283139.5153
1270,142759.6737
1272,114819.0546
215,150762.1215
266,226105.6564
2402,269580.2517
1250,124736.6053
1984,110547.1797
1279,133866.5014
377,245206.6109
1252,133561.4383
2156,270751.5938
499,338654.8895
1374,118404.0085
2898,240961.0101
401,99118.4001
2721,161850.2363
2078,268481.2653
2589,120656.5859
1946,274703.498
1334,120391.167
2781,251642.364
431,374706.4051
576,220197.778
1474,210956.4225
2254,138742.3073
2155,310789.8093
885,92778.9785
643,135181.5415
1944,109887.5592
480,202255.3236
2845,112336.7823
2387,332105.8644
2407,198521.783
2527,159110.8475
2514,153021.9061
629,158484.9221
80,209381.485
1876,144249.7148
1546,107710.7003
2518,178908.7133
2347,165690.0721
783,224206.3455
1322,45448.2569
194,85399.3262
1770,311416.5668
2143,138001.3305
1229,207639.8807
511,304995.603
46,218230.0356
1348,156149.8749
2465,181120.112
387,223493.5047
873,230175.4921
1918,120351.6177
2764,247104.0755
2184,102181.4614
934,144034.1625
1920,125763.7519
2631,147053.2101
1768,560132.4475
2040,106518.8713
1749,221229.2534
834,238006.4612
1457,233421.0237
79,114850.1415
2302,108646.6248
1817,139190.9625
2755,252889.8829
359,171093.2621
2059,107507.185
2092,266205.17
2516,224235.572
150,102885.3271
1656,146992.7948
83,104844.007
2411,181153.6207
795,73425.2941
2312,220990.6223
2917,109791.757
1624,185730.9702
2215,264218.3196
1211,161367.4428
1485,179232.0928
1024,188017.703
570,217478.0233
2874,147690.7775
700,167601.9431
2756,206333.2763
2022,171877.9667
583,220723.7639
2392,377835.7706
2424,192517.7573
212,125486.3044
736,118735.5811
1610,181607.8126
890,124373.275
467,182080.487
578,227920.6993
1747,204150.7093
1149,169678.302
2758,252692.2893
857,132158.4358
2219,250120.8361
733,105323.6996
2909,120435.2142
1798,268353.0272
235,118747.2794
2366,136443.8029
1027,115860.6077
1195,124254.7725
1303,26880.6873
148,189128.8915
608,161086.1064
2515,201078.2004
821,286804.532
2500,250496.8526
745,100648.327
741,123760.8116
1611,174824.9033
2532,128157.7316
1081,260475.8698
1692,405873.6055
2520,205647.0537
276,104768.0048
1992,139265.7705
663,32561.989
418,123701.1301
1733,205076.5094
2359,139054.1275
253,179336.6382
1518,185762.8008
2035,159515.0273
2919,69985.7073
1540,209209.3348
2120,141904.8698
1674,184514.5554
256,135580.8618
2361,83366.8249
978,78902.1476
2280,160404.35
2095,230958.3094
1709,333538.5785
2801,238326.9553
1246,112911.1459
2373,104450.847
1055,287916.5201
2017,124662.5363
1099,274993.191
1344,70017.3339
835,197071.336
1117,214037.0764
2043,93996.8157
2085,126037.505
410,136475.134
2650,102698.1956
2867,171580.3305
1668,110857.3264
1161,167831.1679
2122,178018.7421
2539,152926.5552
1047,123520.4561
1445,117043.7009
541,131078.6879
569,220994.0593
1276,112866.1317
918,139922.1416
326,149263.1848
1936,109927.6994
895,88094.6839
257,140141.5691
1241,200054.6846
1545,110886.7708
1189,177750.3299
270,168070.6123
2066,239048.03
693,111309.655
1259,161986.7189
2916,157577.8486
2321,293775.6362
1977,122465.3035
1895,155908.9192
1240,157485.2824
85,156413.4508
1823,111195.1678
825,297412.6285
110,227892.9351
697,117952.8721
2297,106426.4245
1231,127697.9014
1355,132532.9166
968,369296.3012
584,213001.0759
1315,140814.0679
1606,130475.6084
206,89775.3705
1685,355442.6367
2016,131073.0518
869,204107.3506
2135,120609.0237
2346,186386.8163
2430,261928.2604
2198,84380.9622
2652,116003.3533
27,108192.5247
241,151582.9375
906,145073.0614
1506,120905.8816
2098,379083.2985
1435,228427.3188
2213,114412.6349
1274,127534.3449
743,11092.5736
1737,194203.394
2797,305591.0057
2185,63601.7484
58,159512.8382
830,203776.3044
808,100141.0504
680,148142.2059
1153,119536.0883
1291,152482.1247
1818,147302.4308
2161,178683.3502
1883,111439.2044
350,342045.6761
2473,143828.5791
295,175097.11
293,210803.3372
859,127240.4017
288,71394.8186
1578,129178.1582
102,198202.5446
2831,170200.6943
1030,147184.2575
2551,141178.6112
1286,142504.8632
958,324521.1278
776,115656.7207
72,230979.0701
2263,265186.0024
1866,164346.3222
2876,57905.1335
2146,248393.218
103,177707.9744
1500,144253.4814
492,181218.4265
167,134983.342
2597,113324.2103
2685,110166.1074
1035,135687.9024
1220,44175.5186
2602,144596.5306
2159,208165.0895
695,162503.7547
1109,265121.8698
640,192216.0959
1652,147093.1331
2090,176434.9159
1188,177056.6664
2345,228913.3836
1059,391059.4136
2751,245150.2949
128,216996.9153
1523,163944.4249
2925,170740.8365
2145,318462.3639
1121,202345.0684
566,292090.8016
565,223977.6361
1331,138513.2512
2928,117506.6854
156,119063.914
797,150891.2938
327,91097.0652
2859,161710.9168
1453,114305.8593
1762,354697.5834
1868,186445.3391
1760,163913.1034
1113,259955.5774
1812,203246.1165
117,146626.2378
1142,217592.6689
2342,378888.9354
927,129659.1377
2478,168406.8924
655,67370.524
2064,117849.49
369,255799.6695
2239,122548.5819
2732,217935.7693
1653,162455.085
959,190683.6706
2395,334772.5135
1412,119207.2675
271,257046.1343
1484,177317.9748
1497,154434.5161
552,130855.5439
2,117958.1479
1855,308000.128
4,271210.9598
2292,160471.0165
134,162640.183
646,89449.2896
42,307439.0759
532,223341.0539
713,87038.8374
2561,149511.1064
2360,133557.0872
1333,129723.4511
1407,238437.415
2892,298967.192
574,229067.6525
1227,200329.4221
2591,249367.9037
1476,220595.3374
1125,252673.2361
1446,139157.732
408,106319.3791
1101,306009.1923
2251,224522.9443
373,186005.2484
2554,118902.483
2382,275243.9346
1985,87960.4849
519,223279.5392
1093,176364.7102
864,255826.7881
2889,146706.8378
2308,231406.3366
986,142367.6033
1302,169423.4206
585,153915.6621
2708,136766.5465
147,145644.6563
1441,235149.5832
383,170575.4991
285,168993.7649
181,116653.7877
358,190172.9125
780,189769.537
258,179901.4921
1865,215980.2889
692,123769.4997
2902,334735.616
508,268147.4702
2638,150549.933
36,127631.7545
611,177672.3689
2281,139226.2016
1678,142063.6462
1696,429329.8253
1557,79631.4276
2180,137162.4527
1726,209105.2302
951,148248.2565
267,224846.2667
2706,131838.0589
2221,227744.1413
1357,169445.4934
2901,325703.219
347,167234.323
2164,198790.4571
1586,315644.5987
360,148319.1504
1769,232955.792
2617,149388.8705
1879,152137.6811
991,218456.1984
1535,117679.3811
1191,139978.4051
1579,227347.4352
1882,132970.4119
1510,119935.4353
2196,194942.8391
1845,185429.8315
2336,381920.0705
942,106308.1584
861,120534.7346
2555,103453.4932
1392,185482.5038
2099,276855.3853
1543,114020.0363
948,284533.8186
1239,166163.6003
22,181958.6603
2796,267029.0735
2747,193259.8345
92,300500.3634
210,182208.9117
1858,222221.1155
2228,160314.0802
447,209552.9018
827,252148.1389
1649,220029.397
682,131578.3171
2698,119170.6092
494,150608.9165
214,118026.2335
2441,279686.6537
2679,112215.2339
1336,100893.0349
465,185534.2874
1524,142054.7337
2543,106051.146
631,156622.3855
2452,318945.9988
228,154260.0632
126,181189.5936
1092,221449.9832
1122,193622.0142
932,235529.9094
1980,89877.4553
2171,112441.2206
551,135397.3516
2768,165050.8549
2056,104574.2536
1159,335304.9665
2645,138945.6491
1174,180805.9483
2266,227508.5135
2462,408791.7286
1219,147067.0295
2922,189479.6628
118,144748.4134
474,176034.2433
2576,162663.7704
872,291841.5747
1077,207804.4925
1536,157059.7255
1150,123296.1837
2341,320425.3578
1931,145010.6635
2785,125631.4064
2538,133293.6381
597,202603.1886
464,192213.7789
233,273573.6963
2169,145259.1288
2123,156679.1699
1867,178779.3633
137,255903.3155
515,211726.986
933,104232.1798
2784,179829.2445
972,170113.9951
599,141999.858
2614,134861.0851
2582,136739.3314
1409,170745.7041
175,108320.301
352,197841.4366
976,89612.873
2134,192938.6897
984,104532.3621
2396,348547.7721
1673,153768.2076
404,131331.1441
607,158359.2552
814,192782.9022
868,189711.7176
2271,191842.5602
1633,235107.8641
337,199695.4195
2765,200764.1612
1746,286454.1641
368,311203.099
2806,212175.9299
1662,173674.4661
1234,225080.4249
1373,130585.0564
1672,102758.8914
1939,123970.6812
